# Region type : patch cell1_to_fins
# Faces  :    307
# Area   :    2.536208e-04
# Time        	areaAverage(T)
0.1185        	3.000002e+02
0.11875       	3.000002e+02
0.119         	3.000002e+02
0.11925       	3.000002e+02
0.1195        	3.000002e+02
0.11975       	3.000002e+02
0.12          	3.000002e+02
0.12025       	3.000002e+02
0.1205        	3.000002e+02
0.12075       	3.000002e+02
0.121         	3.000002e+02
0.12125       	3.000002e+02
0.1215        	3.000002e+02
0.12175       	3.000002e+02
0.122         	3.000002e+02
0.12225       	3.000002e+02
0.1225        	3.000002e+02
0.12275       	3.000002e+02
0.123         	3.000002e+02
0.12325       	3.000002e+02
0.1235        	3.000002e+02
0.12375       	3.000002e+02
0.124         	3.000002e+02
0.12425       	3.000002e+02
0.1245        	3.000002e+02
0.12475       	3.000002e+02
0.125         	3.000002e+02
0.12525       	3.000002e+02
0.1255        	3.000002e+02
0.12575       	3.000002e+02
0.126         	3.000002e+02
0.12625       	3.000002e+02
0.1265        	3.000002e+02
0.12675       	3.000002e+02
0.127         	3.000002e+02
0.12725       	3.000002e+02
0.1275        	3.000002e+02
0.12775       	3.000002e+02
0.128         	3.000002e+02
0.12825       	3.000002e+02
0.1285        	3.000002e+02
0.12875       	3.000002e+02
0.129         	3.000002e+02
0.12925       	3.000002e+02
0.1295        	3.000002e+02
0.12975       	3.000002e+02
0.13          	3.000002e+02
0.13025       	3.000002e+02
0.1305        	3.000002e+02
0.13075       	3.000002e+02
0.131         	3.000002e+02
0.13125       	3.000002e+02
0.1315        	3.000002e+02
0.13175       	3.000002e+02
0.132         	3.000002e+02
0.13225       	3.000002e+02
0.1325        	3.000002e+02
0.13275       	3.000002e+02
0.133         	3.000002e+02
0.13325       	3.000002e+02
0.1335        	3.000002e+02
0.13375       	3.000002e+02
0.134         	3.000002e+02
0.13425       	3.000002e+02
0.1345        	3.000002e+02
0.13475       	3.000002e+02
0.135         	3.000002e+02
0.13525       	3.000002e+02
0.1355        	3.000002e+02
0.13575       	3.000002e+02
0.136         	3.000002e+02
0.13625       	3.000002e+02
0.1365        	3.000002e+02
0.13675       	3.000002e+02
0.137         	3.000002e+02
0.13725       	3.000002e+02
0.1375        	3.000002e+02
0.13775       	3.000002e+02
0.138         	3.000002e+02
0.13825       	3.000002e+02
0.1385        	3.000002e+02
0.13875       	3.000002e+02
0.139         	3.000002e+02
0.13925       	3.000002e+02
0.1395        	3.000002e+02
0.13975       	3.000002e+02
0.14          	3.000002e+02
0.14025       	3.000002e+02
0.1405        	3.000002e+02
0.14075       	3.000002e+02
0.141         	3.000002e+02
0.14125       	3.000002e+02
0.1415        	3.000002e+02
0.14175       	3.000002e+02
0.142         	3.000002e+02
0.14225       	3.000002e+02
0.1425        	3.000002e+02
0.14275       	3.000002e+02
0.143         	3.000002e+02
0.14325       	3.000002e+02
0.1435        	3.000002e+02
0.14375       	3.000002e+02
0.144         	3.000002e+02
0.14425       	3.000002e+02
0.1445        	3.000002e+02
0.14475       	3.000002e+02
0.145         	3.000002e+02
0.14525       	3.000002e+02
0.1455        	3.000002e+02
0.14575       	3.000002e+02
0.146         	3.000002e+02
0.14625       	3.000002e+02
0.1465        	3.000002e+02
0.14675       	3.000002e+02
0.147         	3.000002e+02
0.14725       	3.000002e+02
0.1475        	3.000002e+02
0.14775       	3.000002e+02
0.148         	3.000002e+02
0.14825       	3.000002e+02
0.1485        	3.000002e+02
0.14875       	3.000002e+02
0.149         	3.000002e+02
0.14925       	3.000002e+02
0.1495        	3.000002e+02
0.14975       	3.000002e+02
0.15          	3.000002e+02
0.15025       	3.000002e+02
0.1505        	3.000002e+02
0.15075       	3.000002e+02
0.151         	3.000002e+02
0.15125       	3.000002e+02
0.1515        	3.000002e+02
0.15175       	3.000002e+02
0.152         	3.000002e+02
0.15225       	3.000002e+02
0.1525        	3.000002e+02
0.15275       	3.000002e+02
0.153         	3.000002e+02
0.15325       	3.000002e+02
0.1535        	3.000002e+02
0.15375       	3.000003e+02
0.154         	3.000003e+02
0.15425       	3.000003e+02
0.1545        	3.000003e+02
0.15475       	3.000003e+02
0.155         	3.000003e+02
0.15525       	3.000003e+02
0.1555        	3.000003e+02
0.15575       	3.000003e+02
0.156         	3.000003e+02
0.15625       	3.000003e+02
0.1565        	3.000003e+02
0.15675       	3.000003e+02
0.157         	3.000003e+02
0.15725       	3.000003e+02
0.1575        	3.000003e+02
0.15775       	3.000003e+02
0.158         	3.000003e+02
0.15825       	3.000003e+02
0.1585        	3.000003e+02
0.15875       	3.000003e+02
0.159         	3.000003e+02
0.15925       	3.000003e+02
0.1595        	3.000003e+02
0.15975       	3.000003e+02
0.16          	3.000003e+02
0.16025       	3.000003e+02
0.1605        	3.000003e+02
0.16075       	3.000003e+02
0.161         	3.000003e+02
0.16125       	3.000003e+02
0.1615        	3.000003e+02
0.16175       	3.000003e+02
0.162         	3.000003e+02
0.16225       	3.000003e+02
0.1625        	3.000003e+02
0.16275       	3.000003e+02
0.163         	3.000003e+02
0.16325       	3.000003e+02
0.1635        	3.000003e+02
0.16375       	3.000003e+02
0.164         	3.000003e+02
0.16425       	3.000003e+02
0.1645        	3.000003e+02
0.16475       	3.000003e+02
0.165         	3.000003e+02
0.16525       	3.000003e+02
0.1655        	3.000003e+02
0.16575       	3.000003e+02
0.166         	3.000003e+02
0.16625       	3.000003e+02
0.1665        	3.000003e+02
0.16675       	3.000003e+02
0.167         	3.000003e+02
0.16725       	3.000003e+02
0.1675        	3.000003e+02
0.16775       	3.000003e+02
0.168         	3.000003e+02
0.16825       	3.000003e+02
0.1685        	3.000003e+02
