# Residuals   
# Time        	Ux            	Uy            	Uz            
0             	N/A
0.00025       	1.000000e+00	1.000000e+00	1.000000e+00
0.0005        	3.273641e-01	3.062262e-01	3.115221e-01
0.00075       	1.160091e-01	9.273071e-02	1.038548e-01
0.001         	1.837272e-02	9.242502e-03	1.898768e-02
0.00125       	1.741189e-02	8.956548e-03	1.807342e-02
0.0015        	1.404516e-02	6.824299e-03	1.548876e-02
0.00175       	1.225911e-02	6.057051e-03	1.419344e-02
0.002         	1.076320e-02	5.505178e-03	1.309961e-02
0.00225       	9.662491e-03	5.245925e-03	1.231059e-02
0.0025        	8.744502e-03	5.002683e-03	1.163098e-02
0.00275       	8.025629e-03	4.841212e-03	1.107673e-02
0.003         	7.425036e-03	4.706058e-03	1.059863e-02
0.00325       	6.927316e-03	4.603713e-03	1.019196e-02
0.0035        	6.514491e-03	4.519682e-03	9.841180e-03
0.00375       	6.167165e-03	4.450266e-03	9.535050e-03
0.004         	5.870068e-03	4.389840e-03	9.262661e-03
0.00425       	5.614098e-03	4.337373e-03	9.013146e-03
0.0045        	5.391975e-03	4.290073e-03	8.783062e-03
0.00475       	5.198354e-03	4.246863e-03	8.573574e-03
0.005         	5.028030e-03	4.207000e-03	8.379795e-03
0.00525       	4.876767e-03	4.169639e-03	8.197917e-03
0.0055        	4.738949e-03	4.133048e-03	8.025841e-03
0.00575       	4.611909e-03	4.097550e-03	7.862352e-03
0.006         	4.494710e-03	4.064172e-03	7.702808e-03
0.00625       	4.387420e-03	4.030497e-03	7.550071e-03
0.0065        	4.284732e-03	3.997727e-03	7.402903e-03
0.00675       	4.188741e-03	3.965382e-03	7.259168e-03
0.007         	4.098552e-03	3.932662e-03	7.117991e-03
0.00725       	4.013813e-03	3.899949e-03	6.979574e-03
0.0075        	3.934374e-03	3.868067e-03	6.846371e-03
0.00775       	3.856558e-03	3.836094e-03	6.716474e-03
0.008         	3.783699e-03	3.804756e-03	6.593016e-03
0.00825       	3.713243e-03	3.774601e-03	6.473634e-03
0.0085        	3.644112e-03	3.744858e-03	6.357082e-03
0.00875       	3.578252e-03	3.715105e-03	6.244481e-03
0.009         	3.515202e-03	3.686207e-03	6.135190e-03
0.00925       	3.454929e-03	3.657459e-03	6.028444e-03
0.0095        	3.395536e-03	3.629292e-03	5.924459e-03
0.00975       	3.339677e-03	3.601538e-03	5.822807e-03
0.01          	3.287173e-03	3.574106e-03	5.726080e-03
0.01025       	3.237338e-03	3.548159e-03	5.633971e-03
0.0105        	3.187788e-03	3.522486e-03	5.543500e-03
0.01075       	3.139416e-03	3.496624e-03	5.455676e-03
0.011         	3.093347e-03	3.470860e-03	5.368822e-03
0.01125       	3.049584e-03	3.445490e-03	5.284968e-03
0.0115        	3.006936e-03	3.419993e-03	5.203843e-03
0.01175       	2.965532e-03	3.394970e-03	5.124935e-03
0.012         	2.924988e-03	3.370098e-03	5.049743e-03
0.01225       	2.885727e-03	3.345628e-03	4.976118e-03
0.0125        	2.848337e-03	3.321385e-03	4.903835e-03
0.01275       	2.813017e-03	3.297252e-03	4.834021e-03
0.013         	2.778793e-03	3.273101e-03	4.766900e-03
0.01325       	2.744886e-03	3.249165e-03	4.700304e-03
0.0135        	2.711760e-03	3.225585e-03	4.634606e-03
0.01375       	2.679889e-03	3.202486e-03	4.572094e-03
0.014         	2.648448e-03	3.179158e-03	4.509896e-03
0.01425       	2.618341e-03	3.156289e-03	4.450333e-03
0.0145        	2.587583e-03	3.133733e-03	4.392488e-03
0.01475       	2.557552e-03	3.111331e-03	4.335222e-03
0.015         	2.528651e-03	3.089347e-03	4.280881e-03
0.01525       	2.499719e-03	3.067147e-03	4.227703e-03
0.0155        	2.471588e-03	3.045211e-03	4.176085e-03
0.01575       	2.443909e-03	3.023264e-03	4.125462e-03
0.016         	2.416727e-03	3.001460e-03	4.075642e-03
0.01625       	2.390089e-03	2.979310e-03	4.027329e-03
0.0165        	2.364515e-03	2.957631e-03	3.979686e-03
0.01675       	2.338926e-03	2.935874e-03	3.933402e-03
0.017         	2.314153e-03	2.914507e-03	3.888604e-03
0.01725       	2.289529e-03	2.893180e-03	3.843984e-03
0.0175        	2.265719e-03	2.872220e-03	3.799884e-03
0.01775       	2.242884e-03	2.851247e-03	3.757980e-03
0.018         	2.220587e-03	2.830421e-03	3.716973e-03
0.01825       	2.199176e-03	2.809783e-03	3.677522e-03
0.0185        	2.177581e-03	2.789212e-03	3.638912e-03
0.01875       	2.156046e-03	2.768756e-03	3.601382e-03
0.019         	2.134964e-03	2.748401e-03	3.563887e-03
0.01925       	2.114472e-03	2.728139e-03	3.527278e-03
0.0195        	2.094370e-03	2.708017e-03	3.491956e-03
0.01975       	2.074664e-03	2.687865e-03	3.456855e-03
0.02          	2.055124e-03	2.667842e-03	3.422241e-03
0.02025       	2.036028e-03	2.648007e-03	3.388047e-03
0.0205        	2.017084e-03	2.628125e-03	3.354668e-03
0.02075       	1.998021e-03	2.608254e-03	3.322735e-03
0.021         	1.979799e-03	2.588438e-03	3.291790e-03
0.02125       	1.961495e-03	2.568917e-03	3.260857e-03
0.0215        	1.943499e-03	2.549480e-03	3.230378e-03
0.02175       	1.925262e-03	2.530121e-03	3.200236e-03
0.022         	1.907132e-03	2.510797e-03	3.170820e-03
0.02225       	1.889477e-03	2.491539e-03	3.141663e-03
0.0225        	1.871548e-03	2.472462e-03	3.112917e-03
0.02275       	1.853869e-03	2.453474e-03	3.085119e-03
0.023         	1.836443e-03	2.434665e-03	3.057660e-03
0.02325       	1.819281e-03	2.415972e-03	3.031336e-03
0.0235        	1.802152e-03	2.397389e-03	3.005507e-03
0.02375       	1.785821e-03	2.378916e-03	2.979511e-03
0.024         	1.769545e-03	2.360547e-03	2.954242e-03
0.02425       	1.753127e-03	2.342244e-03	2.929610e-03
0.0245        	1.736940e-03	2.324035e-03	2.905615e-03
0.02475       	1.720802e-03	2.305942e-03	2.881893e-03
0.025         	1.704623e-03	2.287911e-03	2.858325e-03
0.02525       	1.688769e-03	2.270004e-03	2.834967e-03
0.0255        	1.672762e-03	2.252227e-03	2.811979e-03
0.02575       	1.657112e-03	2.234642e-03	2.789151e-03
0.026         	1.641408e-03	2.217234e-03	2.766287e-03
0.02625       	1.626419e-03	2.199990e-03	2.744045e-03
0.0265        	1.611729e-03	2.182877e-03	2.722529e-03
0.02675       	1.597145e-03	2.165969e-03	2.701562e-03
0.027         	1.583150e-03	2.149258e-03	2.681187e-03
0.02725       	1.569850e-03	2.132723e-03	2.660734e-03
0.0275        	1.556382e-03	2.116441e-03	2.640612e-03
0.02775       	1.543073e-03	2.100293e-03	2.620634e-03
0.028         	1.529903e-03	2.084343e-03	2.600813e-03
0.02825       	1.516955e-03	2.068559e-03	2.581200e-03
0.0285        	1.504430e-03	2.053004e-03	2.561928e-03
0.02875       	1.492095e-03	2.037627e-03	2.543142e-03
0.029         	1.480129e-03	2.022421e-03	2.524782e-03
0.02925       	1.468326e-03	2.007398e-03	2.507222e-03
0.0295        	1.456557e-03	1.992542e-03	2.489698e-03
0.02975       	1.444842e-03	1.977853e-03	2.472200e-03
0.03          	1.433203e-03	1.963340e-03	2.454681e-03
0.03025       	1.421681e-03	1.949035e-03	2.437215e-03
0.0305        	1.410253e-03	1.934914e-03	2.420131e-03
0.03075       	1.398998e-03	1.920992e-03	2.403643e-03
0.031         	1.388081e-03	1.907208e-03	2.387275e-03
0.03125       	1.377212e-03	1.893600e-03	2.371127e-03
0.0315        	1.366587e-03	1.880140e-03	2.355178e-03
0.03175       	1.356037e-03	1.866851e-03	2.339259e-03
0.032         	1.345651e-03	1.853720e-03	2.323434e-03
0.03225       	1.335381e-03	1.840739e-03	2.307632e-03
0.0325        	1.325158e-03	1.827918e-03	2.291998e-03
0.03275       	1.315068e-03	1.815256e-03	2.276842e-03
0.033         	1.305145e-03	1.802760e-03	2.262161e-03
0.03325       	1.295252e-03	1.790433e-03	2.247825e-03
0.0335        	1.285500e-03	1.778214e-03	2.233782e-03
0.03375       	1.275861e-03	1.766146e-03	2.219856e-03
0.034         	1.266423e-03	1.754206e-03	2.205904e-03
0.03425       	1.257155e-03	1.742411e-03	2.191930e-03
0.0345        	1.247841e-03	1.730741e-03	2.177999e-03
0.03475       	1.238718e-03	1.719224e-03	2.164201e-03
0.035         	1.229450e-03	1.707837e-03	2.150584e-03
0.03525       	1.220496e-03	1.696593e-03	2.137380e-03
0.0355        	1.211418e-03	1.685447e-03	2.124435e-03
0.03575       	1.202669e-03	1.674455e-03	2.111258e-03
0.036         	1.193973e-03	1.663610e-03	2.098116e-03
0.03625       	1.185325e-03	1.652883e-03	2.085240e-03
0.0365        	1.176693e-03	1.642258e-03	2.072472e-03
0.03675       	1.168132e-03	1.631760e-03	2.060012e-03
0.037         	1.159639e-03	1.621390e-03	2.047860e-03
0.03725       	1.151277e-03	1.611122e-03	2.035672e-03
0.0375        	1.142985e-03	1.600986e-03	2.023299e-03
0.03775       	1.134810e-03	1.590915e-03	2.011135e-03
0.038         	1.126666e-03	1.580960e-03	1.999020e-03
0.03825       	1.118590e-03	1.571143e-03	1.987192e-03
0.0385        	1.110589e-03	1.561426e-03	1.975453e-03
0.03875       	1.102788e-03	1.551813e-03	1.963992e-03
0.039         	1.094975e-03	1.542296e-03	1.952646e-03
0.03925       	1.087212e-03	1.532883e-03	1.941322e-03
0.0395        	1.079594e-03	1.523573e-03	1.930444e-03
0.03975       	1.072123e-03	1.514362e-03	1.919600e-03
0.04          	1.064738e-03	1.505254e-03	1.908547e-03
0.04025       	1.057533e-03	1.496241e-03	1.897481e-03
0.0405        	1.050195e-03	1.487306e-03	1.886600e-03
0.04075       	1.042999e-03	1.478447e-03	1.875987e-03
0.041         	1.035891e-03	1.469673e-03	1.865634e-03
0.04125       	1.028843e-03	1.460969e-03	1.855373e-03
0.0415        	1.021919e-03	1.452364e-03	1.845235e-03
0.04175       	1.015081e-03	1.443857e-03	1.835049e-03
0.042         	1.008307e-03	1.435421e-03	1.824778e-03
0.04225       	1.001662e-03	1.427082e-03	1.814587e-03
0.0425        	9.952075e-04	1.418837e-03	1.804409e-03
0.04275       	9.887681e-04	1.410687e-03	1.794425e-03
0.043         	9.824178e-04	1.402639e-03	1.784671e-03
0.04325       	9.762652e-04	1.394646e-03	1.775165e-03
0.0435        	9.701739e-04	1.386726e-03	1.765464e-03
0.04375       	9.641683e-04	1.378888e-03	1.755925e-03
0.044         	9.584377e-04	1.371138e-03	1.746536e-03
0.04425       	9.527864e-04	1.363469e-03	1.737267e-03
0.0445        	9.469037e-04	1.355833e-03	1.727990e-03
0.04475       	9.409892e-04	1.348155e-03	1.718749e-03
0.045         	9.347868e-04	1.340403e-03	1.709277e-03
0.04525       	9.288218e-04	1.332787e-03	1.699934e-03
0.0455        	9.228961e-04	1.325298e-03	1.690664e-03
0.04575       	9.169716e-04	1.317887e-03	1.681490e-03
0.046         	9.110942e-04	1.310548e-03	1.672227e-03
0.04625       	9.053156e-04	1.303268e-03	1.663092e-03
0.0465        	8.996775e-04	1.296054e-03	1.654115e-03
0.04675       	8.940815e-04	1.288906e-03	1.645192e-03
0.047         	8.885766e-04	1.281830e-03	1.636243e-03
0.04725       	8.832539e-04	1.274781e-03	1.627225e-03
0.0475        	8.778181e-04	1.267776e-03	1.618150e-03
0.04775       	8.723342e-04	1.260805e-03	1.609137e-03
0.048         	8.670288e-04	1.253892e-03	1.600155e-03
0.04825       	8.618739e-04	1.247017e-03	1.591136e-03
0.0485        	8.566807e-04	1.240183e-03	1.582375e-03
0.04875       	8.516701e-04	1.233395e-03	1.573674e-03
0.049         	8.466606e-04	1.226643e-03	1.565029e-03
0.04925       	8.418457e-04	1.219940e-03	1.556297e-03
0.0495        	8.369345e-04	1.213275e-03	1.547638e-03
0.04975       	8.321374e-04	1.206661e-03	1.538903e-03
0.05          	8.273235e-04	1.200094e-03	1.530234e-03
0.05025       	8.226354e-04	1.193568e-03	1.521486e-03
0.0505        	8.178554e-04	1.187069e-03	1.512893e-03
0.05075       	8.131987e-04	1.180612e-03	1.504286e-03
0.051         	8.085578e-04	1.174204e-03	1.495776e-03
0.05125       	8.039493e-04	1.167840e-03	1.487375e-03
0.0515        	7.993873e-04	1.161519e-03	1.479028e-03
0.05175       	7.948254e-04	1.155241e-03	1.470704e-03
0.052         	7.903143e-04	1.149017e-03	1.462282e-03
0.05225       	7.858601e-04	1.142828e-03	1.453812e-03
0.0525        	7.814024e-04	1.136703e-03	1.445241e-03
0.05275       	7.770930e-04	1.130622e-03	1.436767e-03
0.053         	7.728565e-04	1.124576e-03	1.428403e-03
0.05325       	7.686441e-04	1.118580e-03	1.420071e-03
0.0535        	7.644052e-04	1.112619e-03	1.411778e-03
0.05375       	7.602822e-04	1.106689e-03	1.403453e-03
0.054         	7.561547e-04	1.100802e-03	1.395074e-03
0.05425       	7.520622e-04	1.094935e-03	1.386722e-03
0.0545        	7.479621e-04	1.089112e-03	1.378395e-03
0.05475       	7.439133e-04	1.083331e-03	1.370055e-03
0.055         	7.399116e-04	1.077571e-03	1.361759e-03
0.05525       	7.359869e-04	1.071851e-03	1.353524e-03
0.0555        	7.321774e-04	1.066169e-03	1.345302e-03
0.05575       	7.285027e-04	1.060532e-03	1.337074e-03
0.056         	7.248154e-04	1.054915e-03	1.328889e-03
0.05625       	7.211018e-04	1.049333e-03	1.320718e-03
0.0565        	7.176303e-04	1.043785e-03	1.312593e-03
0.05675       	7.141626e-04	1.038272e-03	1.304479e-03
0.057         	7.107510e-04	1.032798e-03	1.296364e-03
0.05725       	7.073492e-04	1.027365e-03	1.288273e-03
0.0575        	7.040337e-04	1.021957e-03	1.280160e-03
0.05775       	7.007913e-04	1.016587e-03	1.272003e-03
0.058         	6.976093e-04	1.011254e-03	1.263857e-03
0.05825       	6.944721e-04	1.005941e-03	1.255768e-03
0.0585        	6.913727e-04	1.000657e-03	1.247779e-03
0.05875       	6.882825e-04	9.953966e-04	1.239828e-03
0.059         	6.852063e-04	9.901673e-04	1.231873e-03
0.05925       	6.821667e-04	9.849748e-04	1.223878e-03
0.0595        	6.791802e-04	9.797923e-04	1.215940e-03
0.05975       	6.762735e-04	9.746489e-04	1.208005e-03
0.06          	6.733512e-04	9.695312e-04	1.200131e-03
0.06025       	6.705448e-04	9.644492e-04	1.192216e-03
0.0605        	6.677844e-04	9.594005e-04	1.184425e-03
0.06075       	6.650677e-04	9.543768e-04	1.176547e-03
0.061         	6.624192e-04	9.493838e-04	1.168600e-03
0.06125       	6.597967e-04	9.444110e-04	1.160784e-03
0.0615        	6.572643e-04	9.394652e-04	1.152981e-03
0.06175       	6.545532e-04	9.345426e-04	1.145096e-03
0.062         	6.518433e-04	9.296451e-04	1.137340e-03
0.06225       	6.492552e-04	9.247746e-04	1.129651e-03
0.0625        	6.467680e-04	9.199420e-04	1.122044e-03
0.06275       	6.443189e-04	9.151408e-04	1.114449e-03
0.063         	6.418848e-04	9.103671e-04	1.106826e-03
0.06325       	6.395085e-04	9.056176e-04	1.099187e-03
0.0635        	6.372244e-04	9.008945e-04	1.091650e-03
0.06375       	6.349529e-04	8.962002e-04	1.084164e-03
0.064         	6.327318e-04	8.915361e-04	1.076651e-03
0.06425       	6.305562e-04	8.868986e-04	1.069175e-03
0.0645        	6.285542e-04	8.822925e-04	1.061723e-03
0.06475       	6.264814e-04	8.777112e-04	1.054324e-03
0.065         	6.244503e-04	8.731643e-04	1.046927e-03
0.06525       	6.224957e-04	8.686450e-04	1.039635e-03
0.0655        	6.205696e-04	8.641517e-04	1.032348e-03
0.06575       	6.187214e-04	8.596846e-04	1.025124e-03
0.066         	6.169035e-04	8.552489e-04	1.017891e-03
0.06625       	6.151443e-04	8.508440e-04	1.010715e-03
0.0665        	6.134217e-04	8.464649e-04	1.003563e-03
0.06675       	6.117669e-04	8.421122e-04	9.964989e-04
0.067         	6.100844e-04	8.377983e-04	9.894647e-04
0.06725       	6.084397e-04	8.335074e-04	9.824838e-04
0.0675        	6.068425e-04	8.292356e-04	9.755762e-04
0.06775       	6.053529e-04	8.249915e-04	9.687785e-04
0.068         	6.038794e-04	8.207758e-04	9.620355e-04
0.06825       	6.024285e-04	8.165844e-04	9.553139e-04
0.0685        	6.010505e-04	8.124204e-04	9.486806e-04
0.06875       	5.996617e-04	8.082844e-04	9.420947e-04
0.069         	5.982983e-04	8.041780e-04	9.354709e-04
0.06925       	5.969421e-04	8.000932e-04	9.289279e-04
0.0695        	5.956876e-04	7.960382e-04	9.224350e-04
0.06975       	5.944360e-04	7.920141e-04	9.160477e-04
0.07          	5.932032e-04	7.880134e-04	9.097566e-04
0.07025       	5.919474e-04	7.840336e-04	9.035317e-04
0.0705        	5.907369e-04	7.800869e-04	8.973437e-04
0.07075       	5.894684e-04	7.761720e-04	8.912427e-04
0.071         	5.883357e-04	7.722875e-04	8.852562e-04
0.07125       	5.871937e-04	7.684271e-04	8.792716e-04
0.0715        	5.860915e-04	7.645878e-04	8.733136e-04
0.07175       	5.850206e-04	7.607679e-04	8.674548e-04
0.072         	5.839982e-04	7.569700e-04	8.617267e-04
0.07225       	5.829952e-04	7.531935e-04	8.560851e-04
0.0725        	5.820002e-04	7.494459e-04	8.504583e-04
0.07275       	5.809565e-04	7.457275e-04	8.448966e-04
0.073         	5.799951e-04	7.420331e-04	8.393665e-04
0.07325       	5.790699e-04	7.383680e-04	8.339201e-04
0.0735        	5.781594e-04	7.347303e-04	8.285043e-04
0.07375       	5.772715e-04	7.311155e-04	8.232017e-04
0.074         	5.763767e-04	7.275280e-04	8.179557e-04
0.07425       	5.754832e-04	7.239637e-04	8.128255e-04
0.0745        	5.746298e-04	7.204212e-04	8.077981e-04
0.07475       	5.737541e-04	7.169083e-04	8.028144e-04
0.075         	5.729046e-04	7.134134e-04	7.979416e-04
0.07525       	5.720736e-04	7.099439e-04	7.931151e-04
0.0755        	5.712508e-04	7.065014e-04	7.883586e-04
0.07575       	5.703916e-04	7.030764e-04	7.836759e-04
0.076         	5.695605e-04	6.996700e-04	7.790699e-04
0.07625       	5.686903e-04	6.962826e-04	7.745389e-04
0.0765        	5.678541e-04	6.929169e-04	7.700595e-04
0.07675       	5.669790e-04	6.895838e-04	7.656643e-04
0.077         	5.661036e-04	6.862782e-04	7.613469e-04
0.07725       	5.652427e-04	6.829959e-04	7.571222e-04
0.0775        	5.644081e-04	6.797356e-04	7.529642e-04
0.07775       	5.635863e-04	6.764976e-04	7.488373e-04
0.078         	5.628225e-04	6.732817e-04	7.448038e-04
0.07825       	5.620178e-04	6.700897e-04	7.408292e-04
0.0785        	5.612172e-04	6.669161e-04	7.369396e-04
0.07875       	5.604085e-04	6.637616e-04	7.330851e-04
0.079         	5.595749e-04	6.606267e-04	7.293277e-04
0.07925       	5.587891e-04	6.575090e-04	7.255637e-04
0.0795        	5.579791e-04	6.544158e-04	7.218680e-04
0.07975       	5.571077e-04	6.513482e-04	7.182651e-04
0.08          	5.563344e-04	6.483057e-04	7.147300e-04
0.08025       	5.554888e-04	6.452822e-04	7.112982e-04
0.0805        	5.546321e-04	6.422791e-04	7.079390e-04
0.08075       	5.538014e-04	6.392981e-04	7.046068e-04
0.081         	5.529814e-04	6.363377e-04	7.013606e-04
0.08125       	5.522044e-04	6.333993e-04	6.981983e-04
0.0815        	5.514223e-04	6.304848e-04	6.950664e-04
0.08175       	5.505774e-04	6.275972e-04	6.919635e-04
0.082         	5.497067e-04	6.247286e-04	6.889054e-04
0.08225       	5.488321e-04	6.218813e-04	6.858782e-04
0.0825        	5.479973e-04	6.190507e-04	6.829337e-04
0.08275       	5.471305e-04	6.162424e-04	6.800301e-04
0.083         	5.462989e-04	6.134531e-04	6.771828e-04
0.08325       	5.454363e-04	6.106821e-04	6.744005e-04
0.0835        	5.445817e-04	6.079334e-04	6.716441e-04
0.08375       	5.437391e-04	6.052009e-04	6.689408e-04
0.084         	5.428830e-04	6.024883e-04	6.662821e-04
0.08425       	5.419933e-04	5.997915e-04	6.636746e-04
0.0845        	5.411292e-04	5.971142e-04	6.611232e-04
0.08475       	5.402727e-04	5.944693e-04	6.585364e-04
0.085         	5.393751e-04	5.918385e-04	6.560243e-04
0.08525       	5.384363e-04	5.892202e-04	6.535282e-04
0.0855        	5.375601e-04	5.866217e-04	6.510648e-04
0.08575       	5.367435e-04	5.840450e-04	6.486463e-04
0.086         	5.359421e-04	5.814851e-04	6.462903e-04
0.08625       	5.351600e-04	5.789469e-04	6.439701e-04
0.0865        	5.343498e-04	5.764223e-04	6.417033e-04
0.08675       	5.335072e-04	5.739208e-04	6.394643e-04
0.087         	5.326768e-04	5.714429e-04	6.372800e-04
0.08725       	5.318214e-04	5.689791e-04	6.351192e-04
0.0875        	5.310379e-04	5.665293e-04	6.329991e-04
0.08775       	5.302383e-04	5.640983e-04	6.308940e-04
0.088         	5.294707e-04	5.616828e-04	6.288131e-04
0.08825       	5.286321e-04	5.592844e-04	6.267801e-04
0.0885        	5.277891e-04	5.569011e-04	6.247414e-04
0.08875       	5.269826e-04	5.545285e-04	6.227473e-04
0.089         	5.261428e-04	5.521766e-04	6.207734e-04
0.08925       	5.253472e-04	5.498446e-04	6.188278e-04
0.0895        	5.245589e-04	5.475307e-04	6.169080e-04
0.08975       	5.237416e-04	5.452336e-04	6.150062e-04
0.09          	5.229517e-04	5.429536e-04	6.131387e-04
0.09025       	5.221837e-04	5.406892e-04	6.112519e-04
0.0905        	5.214218e-04	5.384418e-04	6.093544e-04
0.09075       	5.206600e-04	5.362076e-04	6.075195e-04
0.091         	5.199079e-04	5.339858e-04	6.057307e-04
0.09125       	5.191771e-04	5.317720e-04	6.039805e-04
0.0915        	5.184021e-04	5.295817e-04	6.022299e-04
0.09175       	5.176523e-04	5.274100e-04	6.005167e-04
0.092         	5.168683e-04	5.252610e-04	5.987904e-04
0.09225       	5.162073e-04	5.231254e-04	5.970879e-04
0.0925        	5.154233e-04	5.210064e-04	5.953584e-04
0.09275       	5.146832e-04	5.189045e-04	5.936690e-04
0.093         	5.139329e-04	5.168183e-04	5.919681e-04
0.09325       	5.131395e-04	5.147466e-04	5.902589e-04
0.0935        	5.124415e-04	5.126917e-04	5.886047e-04
0.09375       	5.117592e-04	5.106509e-04	5.869816e-04
0.094         	5.110709e-04	5.086298e-04	5.853722e-04
0.09425       	5.104333e-04	5.066213e-04	5.837504e-04
0.0945        	5.098147e-04	5.046257e-04	5.820917e-04
0.09475       	5.091883e-04	5.026420e-04	5.804659e-04
0.095         	5.085782e-04	5.006738e-04	5.788734e-04
0.09525       	5.079986e-04	4.987153e-04	5.772963e-04
0.0955        	5.074148e-04	4.967717e-04	5.756858e-04
0.09575       	5.068123e-04	4.948410e-04	5.741211e-04
0.096         	5.062174e-04	4.929243e-04	5.725347e-04
0.09625       	5.056446e-04	4.910249e-04	5.709509e-04
0.0965        	5.050670e-04	4.891405e-04	5.693677e-04
0.09675       	5.045369e-04	4.872689e-04	5.677979e-04
0.097         	5.040121e-04	4.854045e-04	5.662357e-04
0.09725       	5.035188e-04	4.835563e-04	5.646124e-04
0.0975        	5.030307e-04	4.817219e-04	5.630529e-04
0.09775       	5.025000e-04	4.799030e-04	5.614981e-04
0.098         	5.020362e-04	4.780995e-04	5.599359e-04
0.09825       	5.014417e-04	4.763096e-04	5.583262e-04
0.0985        	5.009266e-04	4.745352e-04	5.567195e-04
0.09875       	5.004305e-04	4.727648e-04	5.551755e-04
0.099         	4.999299e-04	4.710036e-04	5.536485e-04
0.09925       	4.994306e-04	4.692567e-04	5.520790e-04
0.0995        	4.989577e-04	4.675216e-04	5.505339e-04
0.09975       	4.984999e-04	4.657986e-04	5.489639e-04
0.1           	4.980703e-04	4.640866e-04	5.474457e-04
0.10025       	4.976044e-04	4.623902e-04	5.458503e-04
0.1005        	4.971381e-04	4.606988e-04	5.442792e-04
0.10075       	4.966687e-04	4.590255e-04	5.426979e-04
0.101         	4.961984e-04	4.573639e-04	5.411438e-04
0.10125       	4.957118e-04	4.557109e-04	5.395999e-04
0.1015        	4.952954e-04	4.540686e-04	5.380708e-04
0.10175       	4.948858e-04	4.524397e-04	5.365147e-04
0.102         	4.944712e-04	4.508205e-04	5.349702e-04
0.10225       	4.940991e-04	4.492091e-04	5.334509e-04
0.1025        	4.937558e-04	4.476074e-04	5.318814e-04
0.10275       	4.934524e-04	4.460181e-04	5.303460e-04
0.103         	4.931035e-04	4.444357e-04	5.288215e-04
0.10325       	4.927870e-04	4.428643e-04	5.272381e-04
0.1035        	4.925443e-04	4.413031e-04	5.256730e-04
0.10375       	4.922739e-04	4.397470e-04	5.241379e-04
0.104         	4.920070e-04	4.381992e-04	5.225868e-04
0.10425       	4.917493e-04	4.366625e-04	5.210300e-04
0.1045        	4.915183e-04	4.351332e-04	5.194756e-04
0.10475       	4.912445e-04	4.336077e-04	5.179445e-04
0.105         	4.909413e-04	4.320908e-04	5.164139e-04
0.10525       	4.906518e-04	4.305827e-04	5.148465e-04
0.1055        	4.903684e-04	4.290832e-04	5.132984e-04
0.10575       	4.900761e-04	4.275925e-04	5.117718e-04
0.106         	4.898059e-04	4.261175e-04	5.102437e-04
0.10625       	4.894738e-04	4.246421e-04	5.086710e-04
0.1065        	4.892102e-04	4.231749e-04	5.071279e-04
0.10675       	4.888737e-04	4.217131e-04	5.056181e-04
0.107         	4.885796e-04	4.202627e-04	5.040767e-04
0.10725       	4.882959e-04	4.188200e-04	5.025252e-04
0.1075        	4.880265e-04	4.173866e-04	5.009420e-04
0.10775       	4.877471e-04	4.159646e-04	4.993374e-04
0.108         	4.874815e-04	4.145458e-04	4.977655e-04
0.10825       	4.872799e-04	4.131362e-04	4.961611e-04
0.1085        	4.870579e-04	4.117324e-04	4.945703e-04
0.10875       	4.868249e-04	4.103403e-04	4.929648e-04
0.109         	4.865576e-04	4.089567e-04	4.913580e-04
0.10925       	4.863527e-04	4.075792e-04	4.897494e-04
0.1095        	4.860834e-04	4.062082e-04	4.881522e-04
0.10975       	4.857740e-04	4.048430e-04	4.865376e-04
0.11          	4.855274e-04	4.034820e-04	4.849314e-04
0.11025       	4.852910e-04	4.021249e-04	4.833090e-04
0.1105        	4.851192e-04	4.007748e-04	4.817175e-04
0.11075       	4.848678e-04	3.994318e-04	4.800987e-04
0.111         	4.846298e-04	3.980966e-04	4.785304e-04
0.11125       	4.843915e-04	3.967624e-04	4.769248e-04
0.1115        	4.841505e-04	3.954363e-04	4.753108e-04
0.11175       	4.839546e-04	3.941128e-04	4.737549e-04
0.112         	4.837888e-04	3.927947e-04	4.721799e-04
0.11225       	4.835779e-04	3.914787e-04	4.706327e-04
0.1125        	4.833390e-04	3.901725e-04	4.690388e-04
0.11275       	4.831084e-04	3.888729e-04	4.674872e-04
0.113         	4.829057e-04	3.875793e-04	4.659540e-04
0.11325       	4.827197e-04	3.862921e-04	4.644261e-04
0.1135        	4.825231e-04	3.850091e-04	4.628809e-04
0.11375       	4.822912e-04	3.837312e-04	4.613237e-04
0.114         	4.820827e-04	3.824588e-04	4.597541e-04
0.11425       	4.818976e-04	3.811940e-04	4.581820e-04
0.1145        	4.816857e-04	3.799345e-04	4.566288e-04
0.11475       	4.815396e-04	3.786777e-04	4.550442e-04
0.115         	4.813641e-04	3.774252e-04	4.534856e-04
0.11525       	4.811763e-04	3.761742e-04	4.519738e-04
0.1155        	4.809959e-04	3.749303e-04	4.504134e-04
0.11575       	4.808612e-04	3.736895e-04	4.488675e-04
0.116         	4.807191e-04	3.724502e-04	4.473028e-04
0.11625       	4.806055e-04	3.712139e-04	4.457249e-04
0.1165        	4.804799e-04	3.699765e-04	4.441576e-04
0.11675       	4.803241e-04	3.687424e-04	4.425728e-04
0.117         	4.801952e-04	3.675141e-04	4.409866e-04
0.11725       	4.800845e-04	3.662874e-04	4.394157e-04
